iter	Logloss
217	0.2802345145
218	0.2799901123
219	0.2795752302
220	0.2791978585
221	0.2788585728
222	0.27859375
223	0.2781038295
224	0.2775832171
225	0.2770668597
226	0.2767381069
227	0.2764147949
228	0.2761436942
229	0.2758412388
230	0.2753651995
231	0.2750929478
232	0.2747138672
233	0.2745105329
234	0.2741354632
235	0.2737464251
236	0.2734391915
237	0.2732596261
238	0.2730043248
239	0.2727710135
240	0.2724309605
241	0.2720179792
242	0.2717006313
243	0.2714722028
244	0.2713074951
245	0.2710900356
246	0.2707199358
247	0.2703460693
248	0.2700070975
249	0.2697751988
250	0.26941476
251	0.2690753348
252	0.2687735073
253	0.2684842704
254	0.268290911
255	0.2678164237
256	0.2671746303
257	0.2669561593
258	0.2667401646
259	0.2665053537
260	0.2662155762
261	0.2659554967
262	0.2656616908
263	0.2653220738
264	0.2650084054
265	0.2647519357
266	0.2645872977
267	0.2643212019
268	0.2640202462
269	0.2637685024
270	0.2634676339
271	0.2632244699
272	0.2629747489
273	0.2628888637
274	0.2626632254
275	0.2624106097
276	0.2619891532
277	0.2616630336
278	0.2613092564
279	0.2609662563
280	0.2606601737
281	0.2604661342
282	0.260106829
283	0.2596921038
284	0.2593052281
285	0.2589943499
286	0.2586982422
287	0.2583251779
288	0.2580919015
289	0.2578073905
290	0.2573276716
291	0.2571214076
292	0.2569145159
293	0.2566109619
294	0.2561082764
295	0.2557937709
296	0.255429548
297	0.2551014579
298	0.2548067627
299	0.2544969308
300	0.2541157227
301	0.2539406738
302	0.2536222098
303	0.253293457
304	0.2531615862
305	0.2529555838
306	0.2528389893
307	0.2523389021
308	0.2521485944
309	0.2519348668
310	0.251338501
311	0.2511320103
312	0.2509083078
313	0.2507688686
314	0.2504654192
315	0.2503099191
316	0.2499730573
317	0.2498760463
318	0.249470023
319	0.2491497105
320	0.2488865444
321	0.2486034807
322	0.2483268345
323	0.2479293213
324	0.2476760254
325	0.2474561942
326	0.2472170759
327	0.2470193569
328	0.2468056292
329	0.2465337437
330	0.246120466
331	0.2455400914
332	0.2453941127
333	0.2451745954
334	0.2449106794
335	0.2447246268
336	0.2443998675
337	0.2441499023
338	0.2440012207
339	0.2437695138
340	0.243472447
341	0.2432769078
342	0.2430348424
343	0.2427084089
344	0.2424182129
345	0.2421910924
346	0.2420063825
347	0.2417823312
348	0.241556257
349	0.2413634208
350	0.2410886928
351	0.2408790458
352	0.2404976632
353	0.2402878418
354	0.2399922573
355	0.2397435477
356	0.2396102469
357	0.2394557408
358	0.2393451625
359	0.2391775426
360	0.238838623
361	0.2386874302
362	0.2384677734
363	0.2382037179
364	0.2378874163
365	0.2377339739
366	0.2374859794
367	0.2371653181
368	0.236991054
369	0.2367201625
370	0.2362231794
371	0.2360101144
372	0.2358201381
373	0.2356124965
374	0.2353488246
375	0.2349114293
376	0.2347134835
377	0.2343345075
378	0.2340034877
379	0.2338936593
380	0.2337256208
381	0.2333805629
382	0.2331704102
383	0.2326139962
384	0.2322544643
385	0.2319877232
386	0.2317448382
387	0.2314813407
388	0.2311316267
389	0.2308675363
390	0.2307386998
391	0.2303111747
392	0.2299337681
393	0.2297578125
394	0.2293138253
395	0.2291271798
396	0.2287959682
397	0.2285633371
398	0.2281347656
399	0.2278086635
400	0.2276585519
401	0.2273808071
402	0.2270043945
403	0.2267469308
404	0.2262136928
405	0.2259349016
406	0.2257101353
407	0.2248641183
408	0.2246379046
409	0.2243071638
410	0.2239942801
411	0.2236810477
412	0.223419172
413	0.2231212681
414	0.2228068673
415	0.2225521415
416	0.2222908761
417	0.2216424037
418	0.2213086635
419	0.2210265416
420	0.2206091483
421	0.220250279
422	0.2199848458
423	0.2198249686
424	0.2195184152
425	0.2193150635
426	0.219055542
427	0.2187990723
428	0.2185306571
429	0.2182806048
430	0.2180828683
431	0.2179322859
432	0.2176413051
433	0.2175042899
434	0.2172710658
435	0.2169598912
436	0.216715053
437	0.2165709229
438	0.2163530971
439	0.2160913958
440	0.2157688337
441	0.2155600063
442	0.2152739083
443	0.2150071847
444	0.2147598703
445	0.214560512
446	0.2144394182
447	0.2142707868
448	0.214005127
449	0.2135079869
450	0.2131898368
451	0.2130752999
452	0.212547433
453	0.212414638
454	0.2121936733
455	0.2116943708
456	0.2111673758
457	0.2108556431
458	0.2105459682
459	0.2103232771
460	0.2100799735
461	0.2098861782
462	0.2096874826
463	0.2094558803
464	0.2092358224
465	0.2090417306
466	0.2087436523
467	0.2085353481
468	0.2081991839
469	0.2079738072
470	0.2076835066
471	0.2073252999
472	0.2071244245
473	0.2066646205
474	0.2064075056
475	0.2060833566
476	0.2059786028
477	0.2056652658
478	0.2054488177
479	0.2051378348
480	0.2047146694
481	0.2045932094
482	0.2045004185
483	0.2042617362
484	0.2040083008
485	0.2037258126
486	0.2034512416
487	0.2032020264
488	0.2029184396
489	0.2027080253
490	0.202377703
491	0.2020588205
492	0.2018125349
493	0.2015827637
494	0.2014745571
495	0.2011732003
496	0.2009372559
497	0.2007484131
498	0.2004873919
499	0.2001839774
500	0.2000845947
501	0.199803275
502	0.1995804269
503	0.1992920619
504	0.1990766602
505	0.1988771624
506	0.1986831055
507	0.1985618722
508	0.198465611
509	0.1982602539
510	0.1980712542
511	0.1979752197
512	0.197661656
513	0.1974310826
514	0.1970431257
515	0.1968169817
516	0.1965365513
517	0.1963163365
518	0.1960340402
519	0.1958291713
520	0.1957166574
521	0.1955531703
522	0.1953223528
523	0.1951495536
524	0.1949685582
525	0.1947437919
526	0.1946659459
527	0.1943123954
528	0.1941229422
529	0.1939426618
530	0.1937393276
531	0.1934755859
532	0.1931553606
533	0.1930055455
534	0.1926067243
535	0.1924314837
536	0.1923597935
537	0.192138358
538	0.1920344238
539	0.1918811733
540	0.1916645508
541	0.19152131
542	0.1914424874
543	0.1912294747
544	0.1909726563
545	0.1905636684
546	0.1905020926
547	0.190296596
548	0.1899996512
549	0.1897548479
550	0.1896285226
551	0.1893211496
552	0.1891599993
553	0.1888225621
554	0.1887148786
555	0.1884538923
556	0.1881409912
557	0.1878956822
558	0.187687064
559	0.1874389997
560	0.1872446463
561	0.1870121373
562	0.1868114188
563	0.1866886858
564	0.186422869
565	0.1861324637
566	0.1859648437
567	0.1858085938
568	0.1854892229
569	0.185280692
570	0.1851785017
571	0.1850203334
572	0.1848099191
573	0.1845909598
574	0.1843992571
575	0.1842385951
576	0.1839619489
577	0.1836749442
578	0.1835370745
579	0.1832560861
580	0.1831035156
581	0.1828506383
582	0.1825898612
583	0.1822556501
584	0.1821817801
585	0.1819675467
586	0.1817827846
587	0.1816268485
588	0.1813633684
589	0.1810702602
590	0.1810057547
591	0.1808131975
592	0.180506679
593	0.1803158482
594	0.1801196463
595	0.1799725516
596	0.1796654053
597	0.1792949044
598	0.1791473563
599	0.1788759417
600	0.1787052176
601	0.1783857596
602	0.1781859828
603	0.1780919015
604	0.1778797084
605	0.177754534
606	0.1775216588
607	0.1773730992
608	0.1771922433
609	0.1771349749
610	0.1770074289
611	0.1769146903
612	0.1766320103
613	0.176599993
614	0.1763758022
615	0.1761924351
616	0.1759326172
617	0.1758450056
618	0.1756728516
619	0.1754130162
620	0.1753279157
621	0.1751015451
622	0.1749005301
623	0.1747814941
624	0.1745238211
625	0.1743855329
626	0.1741128976
627	0.1740123465
628	0.1737026193
629	0.1735287388
630	0.1734179688
631	0.173282523
632	0.1730061907
633	0.172762085
634	0.1724803118
635	0.1723325195
636	0.1722456403
637	0.1720727016
638	0.1719150914
639	0.1717586147
640	0.1715243094
641	0.1713676758
642	0.1712205287
643	0.1710881871
644	0.1709262521
645	0.1708222831
646	0.170695452
647	0.170511928
648	0.1703239397
649	0.1700869315
650	0.1699831892
651	0.1698981236
652	0.1697714495
653	0.1696523612
654	0.1694888044
655	0.1694008789
656	0.1693468366
657	0.1691975795
658	0.1690113351
659	0.1688976876
660	0.1686722935
661	0.1684673723
662	0.1683515974
663	0.1682270508
664	0.1680875419
665	0.1680184152
666	0.1677780587
667	0.167668457
668	0.1675661272
669	0.1673129185
670	0.1671700439
671	0.1668910261
672	0.1666356724
673	0.1665317732
674	0.1663683384
675	0.1662638637
676	0.1661575753
677	0.1659054304
678	0.1656718227
679	0.1655181187
680	0.165445173
681	0.1653992746
682	0.1652977818
683	0.1652118792
684	0.165111642
685	0.1649208984
686	0.1647059326
687	0.1645237514
688	0.1643965193
689	0.1641928013
690	0.1641381836
691	0.1640108468
692	0.1639052909
693	0.1636759556
694	0.1635564139
695	0.1633046177
696	0.1631974051
697	0.1630271694
698	0.1629048898
699	0.1627634626
700	0.1626456473
701	0.1625762591
702	0.1624426967
703	0.1623227365
704	0.1621275809
705	0.1620231236
706	0.1618159005
707	0.1616820417
708	0.1615990862
709	0.1615591692
710	0.1614391741
711	0.1613496094
712	0.1611202741
713	0.160879534
714	0.1607490758
715	0.1606988002
716	0.1604709473
717	0.1603096052
718	0.1601432234
719	0.159966483
720	0.1598875558
721	0.1596318883
722	0.1595386963
723	0.159349435
724	0.1593113316
725	0.1591582903
726	0.1590485142
727	0.1589397321
728	0.158645316
729	0.1585653948
730	0.1584052909
731	0.1581516811
732	0.1580615409
733	0.157970023
734	0.1578700474
735	0.1577359445
736	0.1575404227
737	0.1574427839
738	0.1572750419
739	0.1571875349
740	0.1570148926
741	0.1568603516
742	0.1566889823
743	0.1565252511
744	0.1561923131
745	0.1560314244
746	0.1559426793
747	0.1557815639
748	0.1555682896
749	0.1553368792
750	0.1552330148
751	0.1550672782
752	0.1549479283
753	0.154826852
754	0.1547430246
755	0.1545847342
756	0.1543726632
757	0.1542878941
758	0.1541055211
759	0.1539441964
760	0.1537570452
761	0.1535935233
762	0.1534942104
763	0.153394601
764	0.1532752162
765	0.1530703125
766	0.152973441
767	0.1528770926
768	0.1527542376
769	0.1526348005
770	0.1525678362
771	0.1524019252
772	0.1522943464
773	0.1522069266
774	0.1520160086
775	0.1519184222
776	0.151883667
777	0.1518457206
778	0.151706543
779	0.1516195243
780	0.1514320068
781	0.1513546666
782	0.1512506975
783	0.1511362653
784	0.1509458357
785	0.1508165632
786	0.150695452
787	0.1506419678
788	0.1505768345
789	0.1504106794
790	0.1502659738
791	0.1501872035
792	0.1501191929
793	0.1500275181
794	0.1498790458
795	0.1497123326
796	0.1496082415
797	0.1495343192
798	0.1494183175
799	0.1492783901
800	0.1491913016
801	0.1490564488
802	0.1489273682
803	0.1487952706
804	0.1486873954
805	0.1485891113
806	0.1484340123
807	0.1483299037
808	0.1482412458
809	0.1481520647
810	0.1480595006
811	0.1479010184
812	0.1477189941
813	0.1475977086
814	0.1474753767
815	0.1473477434
816	0.1472611084
817	0.1471184256
818	0.1469041225
819	0.1468192313
820	0.146697597
821	0.1465750209
822	0.1464498465
823	0.1462757132
824	0.1460747419
825	0.1460335868
826	0.1459576765
827	0.1458513271
828	0.1457173026
829	0.1456410784
830	0.145569615
831	0.1453679722
832	0.1452952794
833	0.1452100481
834	0.1451726597
835	0.1449636492
836	0.1448197021
837	0.1447955584
838	0.1446750052
839	0.1445974121
840	0.1444703369
841	0.1442835693
842	0.1440008196
843	0.1438066755
844	0.143725865
845	0.1436245117
846	0.1435971157
847	0.1434755772
848	0.14328588
849	0.1431933594
850	0.1430773054
851	0.1426998901
852	0.1426182164
853	0.1424591936
854	0.1422741874
855	0.1420958426
856	0.1419755075
857	0.1418425816
858	0.141774135
859	0.1416337367
860	0.1415555943
861	0.141413766
862	0.1412849819
863	0.1409736503
864	0.1407885393
865	0.1407436
866	0.1405571725
867	0.1404031285
868	0.14006604
869	0.1398007638
870	0.1395822405
871	0.1394658639
872	0.1393562535
873	0.1391771066
874	0.1389608329
875	0.138775068
876	0.1387054095
877	0.1386286621
878	0.1384600481
879	0.1382808489
880	0.1379861014
881	0.1378695592
882	0.1375244838
883	0.1373695766
884	0.137203404
885	0.1370649588
886	0.1369022914
887	0.1368135899
888	0.1365531878
889	0.1364772252
890	0.1363728899
891	0.1362047119
892	0.1359300363
893	0.1357023751
894	0.1355972377
895	0.135554984
896	0.1354376482
897	0.1353675711
898	0.1349950126
899	0.1349206717
900	0.1347958548
901	0.134665353
902	0.1345577393
903	0.1344069911
904	0.1342369385
905	0.1340291748
906	0.1338928397
907	0.1335759975
908	0.1333976964
909	0.1333030134
910	0.1332058803
911	0.1330167236
912	0.1328959874
913	0.1327918178
914	0.1326408081
915	0.1325468401
916	0.1324352243
917	0.1322009103
918	0.1319795358
919	0.1319056832
920	0.1317383248
921	0.1315593785
922	0.1314039481
923	0.1313052194
924	0.1310959473
925	0.1310238735
926	0.1309384242
927	0.1307997175
928	0.1307502267
929	0.1306699306
930	0.1305921805
931	0.1305028774
932	0.1303440029
933	0.1302244873
934	0.1301199777
935	0.130008388
936	0.129858163
937	0.1298108259
938	0.1297562343
939	0.1297001081
940	0.1296385847
941	0.1295262451
942	0.1294666399
943	0.1293643799
944	0.1292611782
945	0.1292173549
946	0.1291300746
947	0.1290209176
948	0.1288916364
949	0.1288220738
950	0.1287173898
951	0.128694458
952	0.1285787092
953	0.1284804687
954	0.1283863351
955	0.1282784511
956	0.1281850237
957	0.1281072388
958	0.1279891532
959	0.1278907471
960	0.1278324847
961	0.1277154715
962	0.1276390904
963	0.1275981968
964	0.1274491752
965	0.1274065639
966	0.1272655465
967	0.1271966989
968	0.1270530047
969	0.1269543021
970	0.1268674316
971	0.1267875541
972	0.1267244699
973	0.1266502598
974	0.1265654297
975	0.1264919085
976	0.1264029367
977	0.1262607771
978	0.1261670881
979	0.1259816284
980	0.1258940168
981	0.1258550677
982	0.1257827846
983	0.1256909877
984	0.1255795811
985	0.1255074114
986	0.1254512068
987	0.1253713553
988	0.1252801078
989	0.1252247489
990	0.1251402414
991	0.1250222342
992	0.124951137
993	0.1248898315
994	0.1248198591
995	0.1247445766
996	0.1246914498
997	0.1246223145
998	0.1244578683
999	0.1243891776
